Respondent ID,Start Date,RaceOrEthnicity,What is your gender?,What is your current age?,What is the highest level of education you have completed?,How do you classify your employment?,How long have you been in your current role?,What is your current job title?,How many years of experience do you have in your current industry?,Seniority Level of Position,Promotions,Industry,What type of business?,How many employees are employed by the business?,I feel that my job performance is evaluated fairly.,"I feel that my compensation is fair, relative to similar roles at my company.",I feel confident I can develop my career at my company.,I feel promotion decisions are fair at my company.,I feel my company benefits are adequate.,"I feel that I have been offered potential growth opportunities (mentoring, training, special projects, etc)"
11473168034,4/3/2020 14:25,Black or African American ,Female,35-44,Bachelor's Degree,Full Time Employee,Ten years or more,Computer programmer/analyst,Ten years or more,Mid level ,  More than 5 years  ,"Telecommunications, Technology, Internet & Electronics ",For Profit,"1,000 to 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree
11473202368,4/3/2020 14:35,Black or African American ,Female,45-54,Master's Degree or Higher,Full Time Employee,Less than one year,Supervisor,Ten years or more,Mid level , Never been promoted   ,Automotive ,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree
11473214039,4/3/2020 14:38,Multiracial or Multiethnic ,Male,35-44,Some College,Full Time Employee,One to five years,Line Quality Control Inspector,One to five years,Entry level ,    Within 12 Months,Manufacturing ,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Disagree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree
11473312190,4/3/2020 15:06,Black or African American ,Female,35-44,Some College,Full Time Employee,Five to ten years,Tech Admin II,Ten years or more,Mid level , Never been promoted   ,Building Codes,For Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11473337556,4/3/2020 15:12,Black or African American ,Female,35-44,High School Diploma/GED,Full Time Employee,One to five years,Unit Secretary,One to five years,Entry level ,    Within 12 Months,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Agree
11473434290,4/3/2020 15:40,Black or African American ,Female,35-44,Some College,Full Time Employee,Ten years or more,Quality Analyst,Ten years or more,Mid level ,    Within 12 Months,Finance & Financial Services ,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11473684483,4/3/2020 16:56,Black or African American ,Female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Manager,Ten years or more,Senior level ,   In the last 1 to 5 years ,Union,,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Strongly agree,Agree
11473719144,4/3/2020 17:07,Black or African American ,Male,45-54,Some High School,Full Time Employee,One to five years,Porter,One to five years,Mid level , Never been promoted   , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11473826145,4/3/2020 17:43,Black or African American ,F,55-64,Master's Degree or Higher,Full Time Employee,One to five years,Educate,Ten years or more,Senior level , Never been promoted   ,Education ,Government,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree
11474000078,4/3/2020 18:44,Black or African American ,Female,55-64,Associate's Degree,Full Time Employee,One to five years,Administrative Assistant,Ten years or more,Senior level , Never been promoted   ,Government ,Government,"1,000 to 10,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11474374732,4/3/2020 21:00,Black or African American ,Female,35-44,Bachelor's Degree,Full Time Employee,Ten years or more,Regional Quality Assurance Manager,Ten years or more,Senior level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree
11474758516,4/4/2020 0:02,Black or African American ,Female,35-44,Master's Degree or Higher,Full Time Employee,Ten years or more,Csr,Ten years or more,Entry level , Never been promoted   ,"Utilities, Energy, and Extraction ",For Profit,"More than 10,000 Employees",Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree
11475322941,4/4/2020 6:22,Black or African American ,Female,35-44,Some College,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11476055227,4/4/2020 14:49,Black or African American ,Female,65+,Master's Degree or Higher,Short Term Contract Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11476109878,4/4/2020 15:20,Black or African American ,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Teacher,Five to ten years,Entry level , Never been promoted   ,Education ,Government,50 to 250 Employees,Somewhat agree,Somewhat disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat disagree
11476130971,4/4/2020 15:33,Black or African American ,Female,25-34,Master's Degree or Higher,Full Time Employee,Five to ten years,Occupational Therapist,Five to ten years,Mid level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,For Profit,50 to 250 Employees,Agree,Strongly agree,Agree,Disagree,Agree,Disagree
11476195152,4/4/2020 16:11,Black or African American ,Female,45-54,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11476538825,4/4/2020 20:00,Black or African American ,Female,35-44,Associate's Degree,Full Time Employee,Five to ten years,Patient Access Representative,Ten years or more,Mid level ,   In the last 1 to 5 years ,Insurance ,For Profit,"250 to 1,000 Employees",Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree
11476709394,4/4/2020 22:25,White ,Female,55-64,Some College,Full Time Employee,Ten years or more,Patient Care Tech,Ten years or more,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree
11476929162,4/5/2020 1:29,Black or African American ,Female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Banker,Ten years or more,Entry level , Never been promoted   ,Banking,For Profit,"More than 10,000 Employees",Strongly agree,Disagree,Somewhat disagree,Strongly disagree,Strongly agree,Disagree
11477084777,4/5/2020 3:57,White ,Female,45-54,Associate's Degree,Full Time Employee,One to five years,Registered Respiratory Therapist,Ten years or more,Senior level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree
11477094907,4/5/2020 4:07,White ,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,IT Recruiting Manager,One to five years,Mid level ,   In the last 1 to 5 years ,Information Technology and Services ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11477221819,4/5/2020 6:26,Black or African American ,Female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Community Development Coordinator,Ten years or more,Mid level ,Prefer not to answer    ,Healthcare & Pharmaceuticals ,Non Profit,"250 to 1,000 Employees",Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree
11477538254,4/5/2020 12:05,White ,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Nurse practitioner,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"250 to 1,000 Employees",Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11477742320,4/5/2020 14:35,White ,Male,18-24,High School Diploma/GED,Part Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11477820313,4/5/2020 15:31,Black or African American ,Female,45-54,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11477913522,4/5/2020 16:38,White ,Male,25-34,Associate's Degree,Full Time Employee,One to five years,Acute care lead respiratory therapist,One to five years,Mid level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree
11478461101,4/5/2020 23:51,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Nurse Practitioner,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Strongly agree
11478785073,4/6/2020 3:50,Multiracial or Multiethnic ,Female,25-34,Associate's Degree,Full Time Employee,One to five years,Respiratory therapist,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Government,"More than 10,000 Employees",Agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree
11479853965,4/6/2020 13:17,White ,Female,25-34,Bachelor's Degree,Part Time Employee,Five to ten years,RN,Five to ten years,Mid level , Never been promoted   ,Social/Public Services ,Non Profit,"1,000 to 10,000 Employees",Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11480004060,4/6/2020 14:02,White ,Female,45-54,Associate's Degree,Full Time Employee,Ten years or more,Respiratory Therapist,Ten years or more,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Somewhat disagree,Agree,Somewhat agree,Strongly disagree,Agree,Disagree
11480172045,4/6/2020 14:53,Hispanic or Latino ,Female,25-34,Master's Degree or Higher,Full Time Employee,Five to ten years,Nurse Practitioner,Ten years or more,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11480476892,4/6/2020 16:23,White ,Male,35-44,Associate's Degree,Full Time Employee,Ten years or more,Registered Respiratory Therapist,Ten years or more,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,Government,"More than 10,000 Employees",Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Strongly agree
11480472205,4/6/2020 16:23,White ,Male,18-24,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11480481197,4/6/2020 16:26,White ,Female,25-34,Bachelor's Degree,Part Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11480482512,4/6/2020 16:26,White ,Female,45-54,Associate's Degree,Full Time Employee,Ten years or more,Registered Respiratory Therapist,Ten years or more,Senior level , Never been promoted   ,Healthcare & Pharmaceuticals ,Government,"1,000 to 10,000 Employees",Agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree
11480879848,4/6/2020 18:44,Black or African American ,Female,55-64,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11481197184,4/6/2020 20:40,White ,female,18-24,Some College,Full Time Employee,Less than one year,Consumer Specialist,Less than one year,Mid level ,    Within 12 Months,Healthcare & Pharmaceuticals ,Government,Less than 50 Employees,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11481298745,4/6/2020 21:16,Black or African American ,Female,35-44,Master's Degree or Higher,Full Time Employee,Less than one year,Economic Development Specialist,Less than one year,Mid level , Never been promoted   ,Government ,Government,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
11481825690,4/7/2020 1:08,Black or African American ,Female,35-44,Some College,Full Time Employee,Ten years or more,Compliance Investigator,One to five years,Mid level ,    Within 12 Months,Finance & Financial Services ,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11483160963,4/7/2020 13:14,White ,Male,45-54,Master's Degree or Higher,Full Time Employee,One to five years,Chief Technology Officer,Ten years or more,"C Suite (CEO, CFO, COO, CTO, CSO) ", Never been promoted   ,Government ,Government,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat disagree,Agree,Agree
11484906123,4/7/2020 23:21,White ,female,18-24,High School Diploma/GED,Part Time Employee,Less than one year,art studio assistant/ intern,Less than one year,Entry level , Never been promoted   ,Entertainment & Leisure ,For Profit,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree
11485460652,4/8/2020 3:42,White ,Female,55-64,Bachelor's Degree,Full Time Employee,Less than one year,Operations specialist,Less than one year,Entry level , Never been promoted   ,"Telecommunications, Technology, Internet & Electronics ",For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Agree
11486480185,4/8/2020 12:48,Multiracial or Multiethnic ,female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Managing Director,Ten years or more,"C Suite (CEO, CFO, COO, CTO, CSO) ", Never been promoted   ,Government ,Non Profit,Less than 50 Employees,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree
11487174870,4/8/2020 16:33,White ,Male,45-54,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,Partner and CTO,Ten years or more,"C Suite (CEO, CFO, COO, CTO, CSO) ", Never been promoted   ,Information Technology and Services ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11487702121,4/8/2020 19:32,White ,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Devops Engineer,One to five years,Mid level ,    Within 12 Months,"Telecommunications, Technology, Internet & Electronics ",For Profit,50 to 250 Employees,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree
11487981801,4/8/2020 21:16,White ,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Search Engineer,Five to ten years,Mid level , Never been promoted   ,Information Technology and Services ,For Profit,"250 to 1,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree
11488220188,4/8/2020 23:01,Black or African American ,Female,35-44,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11490157797,4/9/2020 14:47,White ,female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Sr Project Manager,Five to ten years,Mid level ,    Within 12 Months,Healthcare & Pharmaceuticals ,For Profit,50 to 250 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11490304931,4/9/2020 15:32,White ,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Customer Success Associate,Five to ten years,Mid level , Never been promoted   ,Finance & Financial Services ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
11490334231,4/9/2020 15:41,White ,Male,45-54,Some College,Full Time Employee,One to five years,Senior Web Developer,Ten years or more,Senior level , Never been promoted   ,"Telecommunications, Technology, Internet & Electronics ",For Profit,Less than 50 Employees,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
11490359033,4/9/2020 15:48,White ,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Engineering Manager,Ten years or more,Senior level ,    Within 12 Months,Information Technology and Services ,For Profit,"250 to 1,000 Employees",Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11490385339,4/9/2020 15:57,White ,Male,35-44,Bachelor's Degree,Self Employed/Entrepreneur,One to five years,Partner,Ten years or more,"C Suite (CEO, CFO, COO, CTO, CSO) ", Never been promoted   , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11492279081,4/10/2020 6:19,Prefer not to say ,Male,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Senior Software Engineer,Ten years or more,Senior level , Never been promoted   ,Information Technology and Services ,For Profit,50 to 250 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree
11494206718,4/10/2020 21:18,White ,Female,45-54,Master's Degree or Higher,Full Time Employee,One to five years,Teacher,Ten years or more,Senior level , Never been promoted   ,Education ,,"1,000 to 10,000 Employees",Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
11496407885,4/12/2020 2:26,White ,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,Instructor,Five to ten years,Mid level , Never been promoted   ,Education ,Government,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11496907320,4/12/2020 12:39,White ,Male,18-24,Some College,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11496996656,4/12/2020 14:09,White ,Male,18-24,Some College,Full Time Employee,One to five years,Head Dog Trainer,One to five years,Mid level ,    Within 12 Months,Retail & Consumer Durables ,For Profit,"More than 10,000 Employees",Somewhat disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Agree
11497323211,4/12/2020 19:12,Black or African American ,Female,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,Senior Accountant,Five to ten years,Senior level ,    Within 12 Months,Government ,Government,"More than 10,000 Employees",Strongly agree,Agree,Agree,Agree,Agree,Agree
11498656435,4/13/2020 12:43,Black or African American ,Male,Under 18,Some High School,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11498708783,4/13/2020 13:05,Black or African American ,Male,25-34,Some College,Full Time Employee,One to five years,Instructional Coach,One to five years,Mid level ,Prefer not to answer    ,Education ,Non Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11498755070,4/13/2020 13:23,Black or African American ,Female,35-44,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,Hairstylist,Five to ten years,"C Suite (CEO, CFO, COO, CTO, CSO) ",Prefer not to answer    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11499362462,4/13/2020 16:41,Black or African American ,Male,45-54,Some College,Full Time Employee,Ten years or more,Banker,Ten years or more,Mid level ,   In the last 1 to 5 years ,Finance & Financial Services ,For Profit,"More than 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree
11499520427,4/13/2020 17:37,Black or African American ,Female,25-34,Master's Degree or Higher,Full Time Employee,Ten years or more,"Senior, Technical Media Producer",Ten years or more,Senior level ,    Within 12 Months,"Telecommunications, Technology, Internet & Electronics ",For Profit,50 to 250 Employees,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree
11500085906,4/13/2020 21:02,Black or African American ,Female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Recruiter,Ten years or more,Mid level ,   In the last 1 to 5 years ,"Telecommunications, Technology, Internet & Electronics ",For Profit,"More than 10,000 Employees",Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree
11500282496,4/13/2020 22:28,Black or African American ,Female,45-54,Master's Degree or Higher,Full Time Employee,One to five years,Director of Behavioral Health,Ten years or more,Senior level ,   In the last 1 to 5 years ,Social/Public Services ,Non Profit,50 to 250 Employees,Agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree
11503141908,4/14/2020 18:41,Black or African American ,Female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Assistant Manager,Ten years or more,Mid level ,Multiple Promotions,Retail & Consumer Durables ,For Profit,"More than 10,000 Employees",Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Strongly agree
11503142571,4/14/2020 18:42,Black or African American ,Female,35-44,Some College,Full Time Employee,One to five years,PIP CLAIMS ADJUSTER,One to five years,Entry level , Never been promoted   ,Insurance ,For Profit,"1,000 to 10,000 Employees",Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree
11513044509,4/17/2020 14:19,Black or African American ,Female,35-44,Some College,Full Time Employee,Five to ten years,Claims associate,Five to ten years,Mid level ,   In the last 1 to 5 years ,Insurance ,For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree
11513316125,4/17/2020 15:36,Black or African American ,Female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Clinical Educator,Ten years or more,Mid level ,   In the last 1 to 5 years , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11513667301,4/17/2020 17:19,Black or African American ,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Benefits authorizer,One to five years,Mid level , Never been promoted   ,Government ,Government,"More than 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11513750307,4/17/2020 17:47,White ,Male,45-54,High School Diploma/GED,Part Time Employee,One to five years,Prepper,One to five years,Senior level , Never been promoted   ,Food & Beverages ,For Profit,Less than 50 Employees,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11513936581,4/17/2020 18:46,Hispanic or Latino ,Male,25-34,Associate's Degree,Full Time Employee,One to five years,Respiratory therapist,One to five years,Entry level ,    Within 12 Months,Healthcare & Pharmaceuticals ,Government,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11514441146,4/17/2020 21:43,White ,Female,18-24,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11518237980,4/19/2020 22:39,White ,Female,25-34,Some High School,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11519913853,4/20/2020 13:54,Black or African American ,Female,55-64,Associate's Degree,Full Time Employee,One to five years,Closing Agent Maintenance Specialist,Ten years or more,Mid level , Never been promoted   ,Mortgage Services,For Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11519973856,4/20/2020 14:12,White ,Male,45-54,Master's Degree or Higher,Self Employed/Entrepreneur,Ten years or more,Partner,Ten years or more, Owner,    ,Legal Services ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11520059698,4/20/2020 14:36,White ,Female,45-54,Bachelor's Degree,Full Time Employee,Five to ten years,Nursery Director,Ten years or more,Mid level , Never been promoted   ,Nonprofit ,Non Profit,"250 to 1,000 Employees",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Declined to Answer
11520072159,4/20/2020 14:40,White ,Female,25-34,Some College,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11520219102,4/20/2020 15:22,Black or African American ,Female,55-64,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11520500574,4/20/2020 16:40,Black or African American ,Female,35-44,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11520502263,4/20/2020 16:41,White ,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Software Dev,One to five years,Mid level ,    Within 12 Months, ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11520517532,4/20/2020 16:46,White ,Male,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,AVP,Ten years or more,Mid level ,Multiple Promotions,Insurance ,For Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree
11520848574,4/20/2020 18:15,Black or African American ,Female,35-44,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11521644734,4/20/2020 22:23,White ,Female,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Nursery Director,Ten years or more,Mid level , Never been promoted   ,Nonprofit ,Non Profit,50 to 250 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11521691640,4/20/2020 22:40,White ,Male,55-64,Associate's Degree,Full Time Employee,Ten years or more,Steel Detailer,Ten years or more,Senior level ,    Within 12 Months,"Construction, Machinery, and Homes ",For Profit,Less than 50 Employees,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree
11521695240,4/20/2020 22:42,Prefer not to say ,Female,45-54,Some College,Part Time Employee,Five to ten years,Event manager,Ten years or more,Mid level ,   In the last 1 to 5 years ,Social/Public Services ,Non Profit,Less than 50 Employees,Disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Disagree,Disagree
11521865889,4/20/2020 23:43,White ,Female,18-24,Some College,Short Term Contract Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11521976824,4/21/2020 0:30,Prefer not to say ,Female,25-34,High School Diploma/GED,Self Employed/Entrepreneur,One to five years,Data entry,Less than one year,Entry level ,Prefer not to answer    ,Food & Beverages ,For Profit,Less than 50 Employees,Strongly agree,Declined to Answer,Agree,Neither agree nor disagree,Declined to Answer,Declined to Answer
11522262326,4/21/2020 2:56,White ,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,University Recruiter,One to five years,Mid level ,    Within 12 Months,Finance & Financial Services ,For Profit,"More than 10,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Strongly agree
11522295831,4/21/2020 3:16,White ,F,35-44,Some College,Self Employed/Entrepreneur,Five to ten years,CEO,Ten years or more,"C Suite (CEO, CFO, COO, CTO, CSO) ",Multiple Promotions,Information Technology and Services ,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11522426288,4/21/2020 4:40,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11522429018,4/21/2020 4:42,White ,Male,65+,Some College,Short Term Contract Employee,One to five years,Maintneance,Ten years or more,Senior level ,  More than 5 years  ,Pulp Industry,For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
